,index,TeamName,PointsPerGame_x,Score_x,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownConversions,ThirdDownAttempts,ThirdDownPercentage,RedZoneConversions,RedZoneAttempts,RedZonePercentage,Penalties,PenaltyYards,TimeOfPossession_x,TurnoverDifferential,curYear,nextYear,PointsPerGame_y,RushingYards_x,RushingYardsPerAttempt_x,OpponentTacklesForLoss,OpponentTacklesForLossPercentage,TimesSacked_x,TimesSackedPercentage,OpponentQuarterbackHits,OpponentQuarterbackHitsPercentage,PointsPerGame_x,Score_y,PassingCompletions_x,PassingAttempts,CompletionPercentage,PassingYards_x,PassingYardsPerAttempt_x,PassingYardsPerCompletion,PassingTouchdowns_x,PassingInterceptions,FirstDownsByPassing_x,TimesSacked_y,TimesSackedYards,PasserRating,PointsPerGame_y,Score_x,RushingAttempts,RushingYards_y,RushingYardsPerAttempt_y,RushingTouchdowns,FirstDownsByRushing,TimeOfPossession_y,PointsPerGame,Score_y,PassingCompletions_y,PassingYards_y,PassingYardsPerAttempt_y,PassingTouchdowns_y,FirstDownsByPassing_y,OpponentPointsPerGame_x,OpponentScore_x,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownConversions,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneConversions,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentPenalties,OpponentPenaltyYards,OpponentTimeOfPossession_x,OpponentTurnoverDifferential,OpponentPointsPerGame_y,OpponentRushingYards_x,OpponentRushingYardsPerAttempt_x,TacklesForLoss,TacklesForLossPercentage,OpponentTimesSacked_x,OpponentTimesSackedPercentage,QuarterbackHits,QuarterbackHitsPercentage,OpponentPointsPerGame_x,OpponentScore_y,OpponentPassingCompletions_x,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards_x,OpponentPassingYardsPerAttempt_x,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns_x,OpponentPassingInterceptions,OpponentFirstDownsByPassing_x,OpponentTimesSacked_y,OpponentTimesSackedYards,OpponentPasserRating,OpponentPointsPerGame_y,OpponentScore_x,OpponentRushingAttempts,OpponentRushingYards_y,OpponentRushingYardsPerAttempt_y,OpponentRushingTouchdowns,OpponentFirstDownsByRushing,OpponentTimeOfPossession_y,OpponentPointsPerGame,OpponentScore_y,OpponentPassingCompletions_y,OpponentPassingYards_y,OpponentPassingYardsPerAttempt_y,OpponentPassingTouchdowns_y,OpponentFirstDownsByPassing_y
186,26,Chiefs,25.3,405,955,5299,5.5,303,76,199,38.2,31,54,57.4,104,878,31:55,14,2015,2016,25.3,2044,4.7,78,17.9,46,8.9,82,15.8,25.3,405,310,473,65.5,3255,6.9,10.5,20,7,155,46,undefined,93,25.3,405,436,2044,4.7,19,116,31:55,25.3,405,310,3255,6.9,20,155,17.9,287,1037,5269,5.1,313,72,217,33.2,24,40,60.0,110,941,29:05,-14,17.9,1571,4.1,74,19.3,47,7.2,86,13.1,17.9,287,349,607,57.5,3698,6.1,10.6,25,22,193,47,290,74,17.9,287,383,1571,4.1,7,86,29:05,17.9,287,349,3698,6.1,25,193
187,27,Colts,20.8,333,1052,5142,4.9,311,94,235,40.0,26,49,53.1,108,931,30:09,-5,2015,2016,20.8,1438,3.6,55,13.9,37,5.6,118,18.0,20.8,333,355,619,57.4,3704,6.0,10.4,26,19,195,37,undefined,76,20.8,333,396,1438,3.6,6,77,30:09,20.8,333,355,3704,6.0,26,195,25.5,408,1072,6066,5.7,331,89,227,39.2,33,53,62.3,133,1168,31:06,5,25.5,1952,4.3,73,16.2,35,5.6,85,13.7,25.5,408,354,585,60.5,4114,7.0,11.6,29,17,210,35,251,86,25.5,408,452,1952,4.3,14,89,31:06,25.5,408,354,4114,7.0,29,210
188,28,Vikings,22.8,365,973,5139,5.3,297,76,199,38.2,22,44,50.0,88,797,31:34,5,2015,2016,22.8,2211,4.7,100,21.1,45,9.0,92,18.4,22.8,365,294,454,64.8,2928,6.4,10.0,14,9,153,45,undefined,85,22.8,365,474,2211,4.7,18,113,31:34,22.8,365,294,2928,6.4,14,153,18.9,302,1015,5507,5.4,318,71,206,34.5,19,43,44.2,109,875,30:48,-5,18.9,1748,4.3,76,18.5,43,7.1,111,18.4,18.9,302,359,561,64.0,3759,6.7,10.5,24,13,189,43,283,88,18.9,302,411,1748,4.3,7,94,30:48,18.9,302,359,3759,6.7,24,189
189,29,Titans,18.7,299,976,4988,5.1,298,64,201,31.8,26,40,65.0,93,779,30:35,-14,2015,2016,18.7,1485,4.0,75,20.2,54,8.9,103,17.0,18.7,299,342,551,62.1,3503,6.4,10.2,25,17,195,54,undefined,83,18.7,299,371,1485,4.0,10,66,30:35,18.7,299,342,3503,6.4,25,195,26.4,423,1003,5475,5.5,317,92,216,42.6,33,53,62.3,112,982,31:44,14,26.4,1797,3.9,63,13.6,39,7.2,71,13.1,26.4,423,319,502,63.5,3678,7.3,11.5,34,11,192,39,271,99,26.4,423,462,1797,3.9,11,101,31:44,26.4,423,319,3678,7.3,34,192
190,30,49ers,14.9,238,969,4860,5.0,261,65,213,30.5,17,39,43.6,113,823,27:42,-5,2015,2016,14.9,1544,4.0,87,22.3,53,9.2,102,17.6,14.9,238,322,526,61.2,3316,6.3,10.3,16,12,154,53,undefined,80,14.9,238,390,1544,4.0,7,83,27:42,14.9,238,322,3316,6.3,16,154,24.2,387,1081,6199,5.7,356,82,210,39.0,32,54,59.3,112,920,34:09,5,24.2,2020,4.0,63,12.5,28,4.9,77,13.3,24.2,387,375,549,68.3,4179,7.6,11.1,21,9,199,28,196,97,24.2,387,504,2020,4.0,20,128,34:09,24.2,387,375,4179,7.6,21,199
191,31,Rams,17.5,280,920,4761,5.2,241,52,201,25.9,19,36,52.8,122,1007,28:15,5,2015,2016,17.5,1956,4.6,68,15.9,18,3.7,96,19.6,17.5,280,273,473,57.7,2805,5.9,10.3,11,11,126,18,undefined,73,17.5,280,429,1956,4.6,16,92,28:15,17.5,280,273,2805,5.9,11,126,20.6,330,1091,5885,5.4,320,78,225,34.7,20,48,41.7,109,992,33:12,-5,20.6,1820,4.0,98,21.6,41,6.4,113,17.7,20.6,330,399,597,66.8,4065,6.8,10.2,21,13,192,41,236,89,20.6,330,453,1820,4.0,7,98,33:12,20.6,330,399,4065,6.8,21,192
192,0,Saints,29.3,469,1105,6816,6.2,395,107,220,48.6,45,68,66.2,107,969,31:57,-3,2016,2017,29.3,1742,4.3,59,14.6,27,3.9,67,9.6,29.3,469,472,674,70.0,5074,7.5,10.8,38,15,265,27,undefined,101,29.3,469,404,1742,4.3,17,105,31:57,29.3,469,472,5074,7.5,38,265,28.4,454,1008,6006,6.0,353,84,194,43.3,32,56,57.1,104,881,29:03,3,28.4,1626,4.1,71,17.9,30,4.9,103,16.8,28.4,454,378,582,64.9,4380,7.5,11.6,27,9,230,30,213,97,28.4,454,396,1626,4.1,19,91,29:03,28.4,454,378,4380,7.5,27,230
193,1,Falcons,33.8,540,995,6653,6.7,379,75,178,42.1,39,63,61.9,104,847,30:22,11,2016,2017,33.8,1928,4.6,79,18.8,37,6.4,93,16.2,33.8,540,374,537,69.6,4725,8.8,12.6,38,7,239,37,undefined,115,33.8,540,421,1928,4.6,20,108,30:22,33.8,540,374,4725,8.8,38,239,25.4,406,1059,5939,5.6,358,89,213,41.8,40,55,72.7,113,974,30:00,-11,25.4,1675,4.5,70,19.0,35,5.1,78,11.3,25.4,406,422,655,64.4,4264,6.5,10.1,31,12,232,35,231,91,25.4,406,369,1675,4.5,15,95,30:00,25.4,406,422,4264,6.5,31,232
194,2,Redskins,24.8,396,1009,6454,6.4,345,90,199,45.2,28,61,45.9,110,909,30:05,0,2016,2017,24.8,1696,4.5,58,15.3,23,3.7,79,12.5,24.8,396,407,607,67.1,4758,7.8,11.7,25,12,226,23,undefined,96,24.8,396,379,1696,4.5,17,89,30:05,24.8,396,407,4758,7.8,25,226,23.9,383,1050,6046,5.8,368,97,208,46.6,32,54,59.3,100,1023,31:51,0,23.9,1916,4.5,78,18.4,38,6.1,85,13.6,23.9,383,387,589,65.7,4130,7.0,10.7,22,13,225,38,253,89,23.9,383,423,1916,4.5,19,109,31:51,23.9,383,387,4130,7.0,22,225
195,3,Patriots,27.6,441,1056,6180,5.9,351,104,227,45.8,38,60,63.3,93,819,31:13,12,2016,2017,27.6,1872,3.9,65,13.5,24,4.2,69,12.0,27.6,441,368,550,66.9,4308,7.8,11.7,32,2,203,24,undefined,108,27.6,441,482,1872,3.9,19,109,31:13,27.6,441,368,4308,7.8,32,203,15.6,250,998,5223,5.2,294,76,206,36.9,23,44,52.3,113,930,29:47,-12,15.6,1417,3.9,58,15.8,34,5.4,71,11.3,15.6,250,368,596,61.7,3806,6.4,10.3,21,13,190,34,227,83,15.6,250,368,1417,3.9,6,81,29:47,15.6,250,368,3806,6.4,21,190
196,4,Cowboys,26.3,421,1010,6027,6.0,358,80,189,42.3,38,57,66.7,105,879,32:55,5,2016,2017,26.3,2396,4.8,60,12.0,28,5.5,66,12.9,26.3,421,325,483,67.3,3631,7.5,11.2,25,6,191,28,undefined,102,26.3,421,499,2396,4.8,24,142,32:55,26.3,421,325,3631,7.5,25,191,19.1,306,1009,5503,5.5,330,77,197,39.1,29,54,53.7,90,784,29:32,-5,19.1,1336,3.9,87,25.6,36,5.4,89,13.3,19.1,306,425,633,67.1,4167,6.6,9.8,25,9,226,36,209,93,19.1,306,340,1336,3.9,9,79,29:32,19.1,306,425,4167,6.6,25,226
197,5,Raiders,26.0,416,1047,5969,5.7,333,83,218,38.1,32,56,57.1,147,1247,32:44,16,2016,2017,26.0,1922,4.4,59,13.6,19,3.1,40,6.5,26.0,416,378,595,63.5,4047,6.8,10.7,29,7,198,19,undefined,95,26.0,416,433,1922,4.4,17,98,32:44,26.0,416,378,4047,6.8,29,198,24.1,385,987,6002,6.1,318,78,198,39.4,33,57,57.9,115,1051,29:06,-16,24.1,1882,4.5,59,14.0,25,4.4,78,13.8,24.1,385,328,541,60.6,4120,7.6,12.6,27,16,188,25,147,89,24.1,385,421,1882,4.5,18,94,29:06,24.1,385,328,4120,7.6,27,188
198,6,Steelers,24.9,399,1026,5962,5.8,336,83,202,41.1,29,49,59.2,112,1068,31:45,5,2016,2017,24.9,1760,4.3,48,11.7,21,3.4,59,9.6,24.9,399,381,596,63.9,4202,7.1,11.0,33,15,210,21,undefined,93,24.9,399,409,1760,4.3,13,97,31:45,24.9,399,381,4202,7.1,33,210,20.4,327,997,5482,5.5,313,88,214,41.1,26,57,45.6,109,920,30:00,-5,20.4,1600,4.3,86,23.3,38,6.1,90,14.3,20.4,327,381,590,64.6,3882,6.6,10.2,20,13,184,38,259,85,20.4,327,369,1600,4.3,15,95,30:00,20.4,327,381,3882,6.6,20,184
199,7,Packers,27.0,432,1029,5900,5.7,349,98,210,46.7,40,66,60.6,100,827,31:14,8,2016,2017,27.0,1701,4.5,68,18.2,35,5.3,72,11.0,27.0,432,403,620,65.0,4199,6.8,10.4,40,8,222,35,undefined,101,27.0,432,374,1701,4.5,11,91,31:14,27.0,432,403,4199,6.8,40,222,24.2,388,987,5823,5.9,329,82,199,41.2,28,45,62.2,109,964,29:46,-8,24.2,1515,4.0,80,21.3,40,6.5,83,13.6,24.2,388,370,571,64.8,4308,7.5,11.6,32,17,227,40,295,94,24.2,388,376,1515,4.0,11,80,29:46,24.2,388,370,4308,7.5,32,227
200,8,Cardinals,26.1,418,1086,5868,5.4,368,87,214,40.7,35,54,64.8,104,889,31:53,0,2016,2017,26.1,1732,4.3,76,19.0,41,6.0,126,18.3,26.1,418,383,646,59.3,4136,6.4,10.8,28,17,229,41,undefined,82,26.1,418,399,1732,4.3,20,97,31:53,26.1,418,383,4136,6.4,28,229,22.6,362,1019,4883,4.8,293,85,219,38.8,25,45,55.6,123,1010,30:03,0,22.6,1518,3.6,110,25.9,48,8.1,103,17.3,22.6,362,344,547,62.9,3365,6.2,9.8,21,14,175,48,374,82,22.6,362,424,1518,3.6,16,90,30:03,22.6,362,344,3365,6.2,21,175
201,9,Colts,25.7,411,1037,5831,5.6,351,87,202,43.1,35,53,66.0,102,883,31:52,-5,2016,2017,25.7,1629,4.0,64,15.6,44,7.0,133,21.2,25.7,411,370,584,63.4,4202,7.2,11.4,32,15,220,44,undefined,92,25.7,411,409,1629,4.0,13,93,31:52,25.7,411,370,4202,7.2,32,220,24.5,392,1023,6122,6.0,353,80,193,41.5,25,50,50.0,125,1155,30:34,5,24.5,1926,4.7,54,13.2,33,5.4,79,12.9,24.5,392,377,581,64.9,4196,7.2,11.1,27,8,225,33,211,96,24.5,392,409,1926,4.7,12,93,30:34,24.5,392,377,4196,7.2,27,225
202,10,Titans,23.8,381,1008,5728,5.7,322,100,217,46.1,36,50,72.0,110,1012,31:32,0,2016,2017,23.8,2187,4.6,67,14.1,28,5.3,51,9.6,23.8,381,307,504,60.9,3541,7.0,11.5,29,11,175,28,undefined,92,23.8,381,476,2187,4.6,16,115,31:32,23.8,381,307,3541,7.0,29,175,23.6,378,1031,5721,5.5,324,77,210,36.7,29,55,52.7,137,1191,29:28,0,23.6,1414,4.0,70,19.7,40,5.9,93,13.8,23.6,378,388,635,61.1,4307,6.8,11.1,25,12,227,40,278,87,23.6,378,356,1414,4.0,10,70,29:28,23.6,378,388,4307,6.8,25,227
203,11,Seahawks,22.1,354,1012,5715,5.6,313,79,207,38.2,26,56,46.4,117,970,30:03,1,2016,2017,22.1,1591,3.9,86,21.3,42,6.9,107,17.6,22.1,354,368,567,64.9,4124,7.3,11.2,23,12,203,42,undefined,91,22.1,354,403,1591,3.9,13,85,30:03,22.1,354,368,4124,7.3,23,203,18.2,292,1020,5099,5.0,307,82,212,38.7,26,46,56.5,103,925,31:53,-1,18.2,1487,3.4,84,19.0,42,7.3,94,16.2,18.2,292,331,537,61.6,3612,6.7,10.9,16,11,180,42,272,83,18.2,292,441,1487,3.4,18,94,31:53,18.2,292,331,3612,6.7,16,180
204,12,Bengals,20.3,325,1050,5711,5.4,341,82,210,39.0,29,54,53.7,88,726,30:20,3,2016,2017,20.3,1769,4.0,74,16.6,41,6.8,75,12.4,20.3,325,364,563,64.7,3942,7.0,10.8,18,8,204,41,undefined,90,20.3,325,446,1769,4.0,17,100,30:20,20.3,325,364,3942,7.0,18,204,19.7,315,1038,5612,5.4,327,86,217,39.6,25,49,51.0,105,950,31:36,-3,19.7,1812,4.4,69,16.7,33,5.3,99,15.8,19.7,315,374,593,63.1,3800,6.4,10.2,22,17,196,33,185,82,19.7,315,412,1812,4.4,12,95,31:36,19.7,315,374,3800,6.4,22,196
205,13,Chargers,25.6,410,1014,5708,5.6,340,85,200,42.5,32,62,51.6,107,780,31:33,-7,2016,2017,25.6,1510,3.8,85,21.4,36,5.8,98,15.9,25.6,410,349,580,60.2,4198,7.2,12.0,33,21,214,36,undefined,86,25.6,410,398,1510,3.8,10,90,31:33,25.6,410,349,4198,7.2,33,214,26.4,423,1025,5554,5.4,329,83,208,39.9,36,66,54.5,118,837,30:08,7,26.4,1567,3.8,99,24.1,35,5.7,87,14.1,26.4,423,364,580,62.8,3987,6.9,11.0,21,18,204,35,230,82,26.4,423,410,1567,3.8,20,98,30:08,26.4,423,364,3987,6.9,21,204
206,14,Bears,17.4,279,967,5704,5.9,324,70,185,37.8,25,49,51.0,110,967,28:07,-20,2016,2017,17.4,1735,4.6,59,15.5,28,4.8,75,12.8,17.4,279,347,559,62.1,3969,7.1,11.4,19,19,212,28,undefined,81,17.4,279,380,1735,4.6,10,93,28:07,17.4,279,347,3969,7.1,19,212,24.9,399,1012,5548,5.5,322,85,210,40.5,31,59,52.5,103,959,32:53,20,24.9,1950,4.4,68,15.3,37,6.5,71,12.5,24.9,399,342,530,64.5,3598,6.8,10.5,22,8,188,37,230,92,24.9,399,445,1950,4.4,18,99,32:53,24.9,399,342,3598,6.8,22,188
207,15,Bills,24.9,399,1013,5665,5.6,328,86,210,41.0,35,54,64.8,112,960,30:48,6,2016,2017,24.9,2629,5.3,99,20.1,46,8.8,87,16.7,24.9,399,287,475,60.4,3036,6.4,10.6,17,7,155,46,undefined,85,24.9,399,492,2629,5.3,29,146,30:48,24.9,399,287,3036,6.4,17,155,23.6,378,1018,5712,5.6,338,82,205,40.0,30,57,52.6,106,884,31:06,-6,23.6,2130,4.6,78,16.7,39,7.1,78,14.2,23.6,378,306,511,59.9,3582,7.0,11.7,19,12,183,39,253,84,23.6,378,468,2130,4.6,21,122,31:06,23.6,378,306,3582,7.0,19,183
208,16,Ravens,21.4,343,1079,5563,5.2,316,86,233,36.9,24,46,52.2,125,1111,31:46,5,2016,2017,21.4,1463,4.0,81,22.1,33,4.6,82,11.5,21.4,343,439,679,64.7,4100,6.0,9.3,20,16,205,33,undefined,81,21.4,343,367,1463,4.0,10,79,31:46,21.4,343,439,4100,6.0,20,205,20.1,321,993,5154,5.2,294,75,214,35.0,26,47,55.3,94,900,29:14,-5,20.1,1430,3.7,77,20.1,31,5.1,81,13.3,20.1,321,369,578,63.8,3724,6.4,10.1,28,18,190,31,223,85,20.1,321,384,1430,3.7,10,74,29:14,20.1,321,369,3724,6.4,28,190
209,17,Buccaneers,22.1,354,1066,5542,5.2,340,94,214,43.9,28,54,51.9,109,926,31:57,2,2016,2017,22.1,1619,3.6,82,18.1,36,5.9,113,18.4,22.1,354,355,578,61.4,3923,6.8,11.1,29,18,220,36,undefined,85,22.1,354,452,1619,3.6,8,80,31:57,22.1,354,355,3923,6.8,29,220,23.1,369,1013,5887,5.8,326,67,195,34.4,29,50,58.0,121,1061,30:52,-2,23.1,1875,4.4,78,18.3,38,6.5,80,13.7,23.1,369,347,548,63.3,4012,7.3,11.6,24,17,203,38,234,87,23.1,369,427,1875,4.4,15,102,30:52,23.1,369,347,4012,7.3,24,203
210,18,Panthers,23.1,369,1052,5499,5.2,318,83,223,37.2,29,49,59.2,98,850,31:50,-2,2016,2017,23.1,1814,4.0,74,16.3,36,6.0,96,16.0,23.1,369,306,563,54.4,3685,6.5,12.0,21,19,194,36,undefined,73,23.1,369,453,1814,4.0,16,99,31:50,23.1,369,306,3685,6.5,21,194,25.1,402,1035,5755,5.6,329,80,211,37.9,24,55,43.6,112,907,29:10,2,25.1,1464,3.9,90,24.0,48,7.3,92,13.9,25.1,402,409,612,66.8,4291,7.0,10.5,27,17,223,48,270,90,25.1,402,375,1464,3.9,11,90,29:10,25.1,402,409,4291,7.0,27,223
211,19,Chiefs,24.3,389,990,5489,5.5,305,81,213,38.0,25,55,45.5,109,848,31:36,16,2016,2017,24.3,1749,4.2,80,19.4,32,5.5,73,12.6,24.3,389,365,546,66.8,3740,6.8,10.2,19,8,197,32,undefined,92,24.3,389,412,1749,4.2,15,86,31:36,24.3,389,365,3740,6.8,19,197,19.4,311,1063,5897,5.5,342,96,222,43.2,26,53,49.1,109,797,31:39,-16,19.4,1939,4.4,70,16.0,28,4.5,77,12.3,19.4,311,350,598,58.5,3958,6.6,11.3,23,18,209,28,162,79,19.4,311,437,1939,4.4,10,102,31:39,19.4,311,350,3958,6.6,23,209
212,20,Lions,21.6,346,981,5421,5.5,329,83,195,42.6,26,48,54.2,100,861,30:07,-1,2016,2017,21.6,1310,3.7,88,25.1,37,5.9,79,12.5,21.6,346,388,594,65.3,4111,6.9,10.6,24,10,217,37,undefined,92,21.6,346,350,1310,3.7,9,76,30:07,21.6,346,388,4111,6.9,24,217,22.4,358,964,5676,5.9,333,90,198,45.5,36,53,67.9,122,979,30:18,1,22.4,1701,4.4,60,15.4,26,4.5,67,11.7,22.4,358,399,549,72.7,3975,7.2,10.0,33,10,206,26,161,105,22.4,358,389,1701,4.4,8,99,30:18,22.4,358,399,3975,7.2,33,206
213,21,Eagles,22.9,367,1080,5398,5.0,333,85,224,37.9,27,55,49.1,113,945,33:31,6,2016,2017,22.9,1813,4.1,83,18.9,33,5.1,88,13.7,22.9,367,380,609,62.4,3585,5.9,9.4,16,14,192,33,undefined,78,22.9,367,438,1813,4.1,16,114,33:31,22.9,367,380,3585,5.9,16,192,20.7,331,978,5484,5.6,300,82,205,40.0,23,51,45.1,99,837,28:56,-6,20.7,1652,4.2,79,20.2,34,5.8,87,14.8,20.7,331,333,553,60.2,3832,6.9,11.5,25,16,177,34,207,84,20.7,331,391,1652,4.2,10,89,28:56,20.7,331,333,3832,6.9,25,177
214,22,Jaguars,19.9,318,1052,5359,5.1,321,78,221,35.3,24,40,60.0,129,1178,29:09,-16,2016,2017,19.9,1631,4.2,80,20.4,34,5.2,82,12.4,19.9,318,369,626,58.9,3728,6.0,10.1,24,16,207,34,undefined,78,19.9,318,392,1631,4.2,8,75,29:09,19.9,318,369,3728,6.0,24,207,25.0,400,1030,5147,5.0,305,83,224,37.1,30,55,54.5,101,948,31:51,16,25.0,1703,3.8,86,19.3,33,5.7,77,13.2,25.0,400,345,551,62.6,3444,6.3,10.0,20,7,174,33,183,87,25.0,400,446,1703,3.8,17,93,31:51,25.0,400,345,3444,6.3,20,174
215,23,Dolphins,22.7,363,912,5324,5.8,278,69,188,36.7,26,47,55.3,125,1141,29:00,2,2016,2017,22.7,1824,4.5,79,19.5,30,5.9,92,18.1,22.7,363,316,477,66.2,3500,7.3,11.1,27,15,167,30,undefined,94,22.7,363,405,1824,4.5,15,90,29:00,22.7,363,316,3500,7.3,27,167,23.8,380,1088,6122,5.6,349,77,213,36.2,29,51,56.9,109,919,32:18,-2,23.8,2247,4.8,83,17.9,33,5.3,96,15.4,23.8,380,368,591,62.3,3875,6.6,10.5,30,16,199,33,226,87,23.8,380,464,2247,4.8,12,109,32:18,23.8,380,368,3875,6.6,30,199
216,24,Giants,19.4,310,1018,5291,5.2,289,78,219,35.6,23,43,53.5,88,857,28:19,-2,2016,2017,19.4,1412,3.5,59,14.8,22,3.5,62,10.0,19.4,310,377,598,63.0,3879,6.5,10.3,26,16,190,22,undefined,85,19.4,310,398,1412,3.5,6,73,28:19,19.4,310,377,3879,6.5,26,190,17.8,284,1062,5435,5.1,298,84,238,35.3,17,43,39.5,104,853,32:41,2,17.8,1417,3.6,85,21.4,35,5.3,86,12.9,17.8,284,369,630,58.6,4018,6.4,10.9,15,17,191,35,242,74,17.8,284,397,1417,3.6,10,82,32:41,17.8,284,369,4018,6.4,15,191
217,25,Jets,17.2,275,1003,5268,5.3,291,76,210,36.2,19,54,35.2,93,837,31:41,-20,2016,2017,17.2,1802,4.3,72,17.2,35,6.0,98,16.8,17.2,275,311,550,56.5,3466,6.3,11.1,16,25,166,35,undefined,66,17.2,275,418,1802,4.3,11,97,31:41,17.2,275,311,3466,6.3,16,166,25.6,409,1000,5479,5.5,318,84,210,40.0,29,51,56.9,74,650,30:43,20,25.6,1581,3.7,79,18.5,27,4.7,82,14.3,25.6,409,347,545,63.7,3898,7.2,11.2,30,8,203,27,179,97,25.6,409,428,1581,3.7,11,86,30:43,25.6,409,347,3898,7.2,30,203
218,26,Broncos,20.8,333,1020,5169,5.1,290,75,219,34.2,22,47,46.8,119,985,29:03,2,2016,2017,20.8,1484,3.6,77,18.8,40,6.6,102,16.7,20.8,333,339,570,59.5,3685,6.5,10.9,20,11,181,40,undefined,82,20.8,333,410,1484,3.6,11,76,29:03,20.8,333,339,3685,6.5,20,181,18.6,297,1076,5057,4.7,306,86,236,36.4,22,42,52.4,110,990,32:53,-2,18.6,2085,4.3,55,11.4,42,7.1,110,18.5,18.6,297,306,552,55.4,2972,5.4,9.7,13,14,169,42,228,68,18.6,297,482,2085,4.3,15,101,32:53,18.6,297,306,2972,5.4,13,169
219,27,Vikings,20.4,327,1006,5041,5.0,303,81,213,38.0,23,50,46.0,103,882,31:36,11,2016,2017,20.4,1205,3.2,85,22.4,38,6.1,98,15.7,20.4,327,414,588,70.4,3836,6.5,9.3,20,5,209,38,undefined,96,20.4,327,380,1205,3.2,9,66,31:36,20.4,327,414,3836,6.5,20,209,19.2,307,993,5038,5.1,304,80,206,38.8,24,44,54.5,99,825,30:49,-11,19.2,1711,4.2,70,17.3,41,7.0,115,19.5,19.2,307,332,548,60.6,3327,6.1,10.0,22,14,186,41,310,81,19.2,307,404,1711,4.2,9,87,30:49,19.2,307,332,3327,6.1,22,186
220,28,Texans,17.4,279,1071,5035,4.7,305,87,233,37.3,18,44,40.9,87,868,32:34,-7,2016,2017,17.4,1859,4.1,70,15.4,32,5.2,97,15.8,17.4,279,347,583,59.5,3176,5.4,9.2,15,16,173,32,undefined,72,17.4,279,456,1859,4.1,8,102,32:34,17.4,279,347,3176,5.4,15,173,20.5,328,950,4821,5.1,272,82,213,38.5,23,44,52.3,114,950,29:52,7,20.5,1595,4.0,78,19.6,31,5.6,88,15.9,20.5,328,319,522,61.1,3226,6.2,10.1,20,11,157,31,198,83,20.5,328,397,1595,4.0,13,87,29:52,20.5,328,319,3226,6.2,20,157
221,29,Browns,16.5,264,983,4976,5.1,296,77,212,36.3,24,44,54.5,95,736,28:16,-12,2016,2017,16.5,1712,4.9,122,34.9,66,10.4,136,21.5,16.5,264,338,567,59.6,3264,5.8,9.7,15,14,181,66,undefined,74,16.5,264,350,1712,4.9,13,83,28:16,16.5,264,338,3264,5.8,15,181,28.2,452,1067,6279,5.9,364,93,206,45.1,40,60,66.7,104,930,33:54,12,28.2,2283,4.6,54,10.8,26,4.6,81,14.2,28.2,452,347,543,63.9,3996,7.4,11.5,36,10,220,26,177,100,28.2,452,498,2283,4.6,18,121,33:54,28.2,452,347,3996,7.4,36,220
222,30,49ers,19.3,309,997,4930,4.9,287,78,222,35.1,30,44,68.2,99,831,27:56,-5,2016,2017,19.3,2019,4.4,88,19.2,47,8.7,85,15.8,19.3,309,287,492,58.3,2911,5.9,10.1,21,10,152,47,undefined,81,19.3,309,458,2019,4.4,15,116,27:56,19.3,309,287,2911,5.9,21,152,30.0,480,1103,6501,5.9,358,102,226,45.1,41,66,62.1,93,795,33:28,5,30.0,2653,4.8,70,12.8,33,5.9,78,14.1,30.0,480,323,522,61.9,3848,7.4,11.9,30,10,187,33,165,96,30.0,480,548,2653,4.8,25,140,33:28,30.0,480,323,3848,7.4,30,187
223,31,Rams,14.0,224,960,4203,4.4,245,67,213,31.5,16,34,47.1,126,1091,29:21,-11,2016,2017,14.0,1252,3.3,105,28.0,49,8.4,99,16.9,14.0,224,312,536,58.2,2951,5.5,9.5,14,20,151,49,undefined,67,14.0,224,375,1252,3.3,9,68,29:21,14.0,224,312,2951,5.5,14,151,24.6,394,1038,5392,5.2,325,82,220,37.3,37,52,71.2,108,920,31:39,11,24.6,1660,3.9,96,22.6,31,5.0,101,16.4,24.6,394,378,583,64.8,3732,6.4,9.9,32,10,194,31,196,94,24.6,394,424,1660,3.9,12,91,31:39,24.6,394,378,3732,6.4,32,194
224,0,Patriots,28.6,458,1070,6307,5.9,389,82,202,40.6,42,70,60.0,95,835,31:37,6,2017,2018,28.6,1889,4.2,80,17.9,35,5.6,85,13.7,28.6,458,389,587,66.3,4418,7.5,11.4,32,8,232,35,undefined,101,28.6,458,448,1889,4.2,16,107,31:37,28.6,458,389,4418,7.5,32,232,18.5,296,1022,5856,5.7,325,82,208,39.4,21,48,43.8,111,1035,29:23,-6,18.5,1836,4.7,73,18.7,42,6.6,93,14.7,18.5,296,367,590,62.2,4020,6.8,11.0,24,12,204,42,299,87,18.5,296,390,1836,4.7,6,98,29:23,18.5,296,367,4020,6.8,24,204
